"asset_id","name","category","priority","pipeline","key_colour","palette_constraint","asset_type","view","suggested_size","nine_slice","subject","description_or_lore","faction","faction_palette","faction_visual_signature","biome","biome_visual_identity_status","manufacturer","manufacturer_visual_identity","rarity","rarity_hex","used_in","additional_context"
"singularity-keepsake:icon","Singularity Keepsake","relics","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","icon","centered, transparent background","128x128","","Singularity Keepsake","","","","","","","","","singularity","#e4d4ff","museum, inventory, drop beams","{""relicCategory"":""singularity"",""profileVisual"":""A paperweight-sized fold in space, mounted on a plinth that disagrees.""}"
"veil-fragment:icon","Veil Fragment","relics","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","icon","centered, transparent background","128x128","","Veil Fragment","","","","","","","","","epic","#9b5cff","museum, inventory, drop beams","{""relicCategory"":""void"",""profileVisual"":""A splinter of not-quite-black in a containment ring that hums off-key.""}"
"set-thermal-cycle:set-tell","Thermal Cycle","relics","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","relic set ""Thermal Cycle"" active-bonus aura","","","","","","","","","","","in-run gameplay, worn by the player ship",""
"set-expedition-ledger:set-tell","Expedition Ledger","relics","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","relic set ""Expedition Ledger"" active-bonus aura","","","","","","","","","","","in-run gameplay, worn by the player ship",""
"biome-weather:Ancient Core:solarStreams","solarStreams","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","solarStreams","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-weather:Ancient Core:energyRain","energyRain","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","energyRain","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-weather:Ancient Core:quantumResonance","quantumResonance","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","quantumResonance","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-weather:Ancient Core:gravityHarmony","gravityHarmony","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","gravityHarmony","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-weather:Ancient Core:lightBloom","lightBloom","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","lightBloom","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-weather:Ancient Core:stellarWinds","stellarWinds","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","stellarWinds","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-weather:Ancient Core:ancientEnergyPulses","ancientEnergyPulses","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","ancientEnergyPulses","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-hazard:Ancient Core:securityFields","securityFields","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","securityFields","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-hazard:Ancient Core:energyBridges","energyBridges","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","energyBridges","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-hazard:Ancient Core:quantumGates","quantumGates","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","quantumGates","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-hazard:Ancient Core:gravityWells","gravityWells","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","gravityWells","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-hazard:Ancient Core:guardianArrays","guardianArrays","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","guardianArrays","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-hazard:Ancient Core:defenceLasers","defenceLasers","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","defenceLasers","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-hazard:Ancient Core:collapsingPlatforms","collapsingPlatforms","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","collapsingPlatforms","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-hazard:Ancient Core:temporalLocks","temporalLocks","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","temporalLocks","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-poi:Ancient Core:planetaryLibraries","planetaryLibraries","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","planetaryLibraries","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-poi:Ancient Core:stellarObservatories","stellarObservatories","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","stellarObservatories","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-poi:Ancient Core:ancientCouncils","ancientCouncils","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","ancientCouncils","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-poi:Ancient Core:knowledgeWells","knowledgeWells","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","knowledgeWells","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-poi:Ancient Core:guardianTemples","guardianTemples","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","guardianTemples","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-poi:Ancient Core:quantumBridges","quantumBridges","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","quantumBridges","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-poi:Ancient Core:memoryArchives","memoryArchives","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","memoryArchives","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-poi:Ancient Core:civilisationMonuments","civilisationMonuments","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","civilisationMonuments","","","","","First Light","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""ancient-core"",""biomeLore"":""They built a civilisation the size of a sky, wrote down everything they learned, and left the lights on. The library is still open. The librarians never stood down.""}"
"biome-weather:Crystal Expanse:crystalRain","crystalRain","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","crystalRain","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-weather:Crystal Expanse:prismaticStorms","prismaticStorms","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","prismaticStorms","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-weather:Crystal Expanse:energyWinds","energyWinds","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","energyWinds","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-weather:Crystal Expanse:resonancePulses","resonancePulses","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","resonancePulses","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-weather:Crystal Expanse:lightBloom","lightBloom","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","lightBloom","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-weather:Crystal Expanse:crystalMist","crystalMist","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","crystalMist","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-weather:Crystal Expanse:solarRefraction","solarRefraction","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","solarRefraction","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-hazard:Crystal Expanse:growingCrystalWalls","growingCrystalWalls","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","growingCrystalWalls","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-hazard:Crystal Expanse:reflectiveShards","reflectiveShards","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","reflectiveShards","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-hazard:Crystal Expanse:energyEruptions","energyEruptions","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","energyEruptions","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-hazard:Crystal Expanse:resonanceFields","resonanceFields","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","resonanceFields","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-hazard:Crystal Expanse:crystalExplosions","crystalExplosions","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","crystalExplosions","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-hazard:Crystal Expanse:collapsingFormations","collapsingFormations","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","collapsingFormations","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-hazard:Crystal Expanse:prismaticLasers","prismaticLasers","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","prismaticLasers","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-hazard:Crystal Expanse:livingTerrain","livingTerrain","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","livingTerrain","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-poi:Crystal Expanse:resonanceWells","resonanceWells","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","resonanceWells","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-poi:Crystal Expanse:livingMonoliths","livingMonoliths","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","livingMonoliths","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-poi:Crystal Expanse:ancientCrystalArchives","ancientCrystalArchives","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","ancientCrystalArchives","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-poi:Crystal Expanse:energyBridges","energyBridges","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","energyBridges","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-poi:Crystal Expanse:crystalBloomSites","crystalBloomSites","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","crystalBloomSites","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-poi:Crystal Expanse:hiddenCaverns","hiddenCaverns","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","hiddenCaverns","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-poi:Crystal Expanse:planetaryHeartChambers","planetaryHeartChambers","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","planetaryHeartChambers","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-poi:Crystal Expanse:prismaticSanctuaries","prismaticSanctuaries","biome-poi","3","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","sprite","","256x256, trimmed","","prismaticSanctuaries","","","","","Prismheart","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""discovery/landmark"",""biomeId"":""crystal-expanse"",""biomeLore"":""The valley refracts your own running lights back at you in colours they never had. Nothing here is hostile until you forget it's all one organism.""}"
"biome-weather:Derelict Expanse:debrisStorms","debrisStorms","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","debrisStorms","","","","","Gravewake","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""derelict-expanse"",""biomeLore"":""Millions of ships, thousands of years of losing. Some still transmit. Some are still sealed. Nothing here was ever salvaged, and nobody who studies the Expanse can agree on why.""}"
"biome-weather:Derelict Expanse:electromagneticClouds","electromagneticClouds","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","electromagneticClouds","","","","","Gravewake","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""derelict-expanse"",""biomeLore"":""Millions of ships, thousands of years of losing. Some still transmit. Some are still sealed. Nothing here was ever salvaged, and nobody who studies the Expanse can agree on why.""}"
"biome-weather:Derelict Expanse:microMeteorFields","microMeteorFields","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","microMeteorFields","","","","","Gravewake","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""derelict-expanse"",""biomeLore"":""Millions of ships, thousands of years of losing. Some still transmit. Some are still sealed. Nothing here was ever salvaged, and nobody who studies the Expanse can agree on why.""}"
"biome-weather:Derelict Expanse:staticDisturbance","staticDisturbance","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","staticDisturbance","","","","","Gravewake","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""derelict-expanse"",""biomeLore"":""Millions of ships, thousands of years of losing. Some still transmit. Some are still sealed. Nothing here was ever salvaged, and nobody who studies the Expanse can agree on why.""}"
"biome-weather:Derelict Expanse:sensorInterference","sensorInterference","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","sensorInterference","","","","","Gravewake","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""derelict-expanse"",""biomeLore"":""Millions of ships, thousands of years of losing. Some still transmit. Some are still sealed. Nothing here was ever salvaged, and nobody who studies the Expanse can agree on why.""}"
"biome-weather:Derelict Expanse:powerFluctuations","powerFluctuations","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","powerFluctuations","","","","","Gravewake","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""derelict-expanse"",""biomeLore"":""Millions of ships, thousands of years of losing. Some still transmit. Some are still sealed. Nothing here was ever salvaged, and nobody who studies the Expanse can agree on why.""}"
"biome-weather:Derelict Expanse:ionDust","ionDust","biome-weather","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","ionDust","","","","","Gravewake","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""weather effect"",""biomeId"":""derelict-expanse"",""biomeLore"":""Millions of ships, thousands of years of losing. Some still transmit. Some are still sealed. Nothing here was ever salvaged, and nobody who studies the Expanse can agree on why.""}"
"biome-hazard:Derelict Expanse:hullExplosions","hullExplosions","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","hullExplosions","","","","","Gravewake","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""derelict-expanse"",""biomeLore"":""Millions of ships, thousands of years of losing. Some still transmit. Some are still sealed. Nothing here was ever salvaged, and nobody who studies the Expanse can agree on why.""}"
"biome-hazard:Derelict Expanse:reactorLeaks","reactorLeaks","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","reactorLeaks","","","","","Gravewake","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""derelict-expanse"",""biomeLore"":""Millions of ships, thousands of years of losing. Some still transmit. Some are still sealed. Nothing here was ever salvaged, and nobody who studies the Expanse can agree on why.""}"
"biome-hazard:Derelict Expanse:electricalDischarge","electricalDischarge","biome-hazards","3","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","electricalDischarge","","","","","Gravewake","unauthored — art direction not yet written for this biome; generator should flag, not invent silently","","","","","in-run gameplay within this biome","{""kind"":""environmental hazard (static art + trigger VFX)"",""biomeId"":""derelict-expanse"",""biomeLore"":""Millions of ships, thousands of years of losing. Some still transmit. Some are still sealed. Nothing here was ever salvaged, and nobody who studies the Expanse can agree on why.""}"
