"asset_id","category","subtype","name","prompt"
"shield-architect","06-enemies","idle","Shield Architect","Idle animation state, top-down/side hybrid game-ready view. Shield Architect, an ancientGuardian of the Ancient Custodians (roles: support). It does not fight for the vault. It fights for the network everything else fights through. palette #e8e2d0/#c9a84d/#fff2b3, geometry that predates its visitors House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"shield-architect","06-enemies","move","Shield Architect","Move-cycle animation state, top-down/side hybrid game-ready view. Shield Architect, an ancientGuardian of the Ancient Custodians (roles: support). It does not fight for the vault. It fights for the network everything else fights through. palette #e8e2d0/#c9a84d/#fff2b3, geometry that predates its visitors House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"shield-architect","06-enemies","attack","Shield Architect","Attack animation state, top-down/side hybrid game-ready view. Shield Architect, an ancientGuardian of the Ancient Custodians (roles: support). It does not fight for the vault. It fights for the network everything else fights through. palette #e8e2d0/#c9a84d/#fff2b3, geometry that predates its visitors House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"shield-architect","06-enemies","death","Shield Architect","Death animation state, top-down/side hybrid game-ready view. Shield Architect, an ancientGuardian of the Ancient Custodians (roles: support). It does not fight for the vault. It fights for the network everything else fights through. palette #e8e2d0/#c9a84d/#fff2b3, geometry that predates its visitors House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"custodian-walker","06-enemies","idle","Custodian Walker","Idle animation state, top-down/side hybrid game-ready view. Custodian Walker, an ancientGuardian of the Ancient Custodians (roles: tank). It was built to answer force with more force. Ten thousand years of practice have not changed the answer. palette #e8e2d0/#c9a84d/#fff2b3, geometry that predates its visitors House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"custodian-walker","06-enemies","move","Custodian Walker","Move-cycle animation state, top-down/side hybrid game-ready view. Custodian Walker, an ancientGuardian of the Ancient Custodians (roles: tank). It was built to answer force with more force. Ten thousand years of practice have not changed the answer. palette #e8e2d0/#c9a84d/#fff2b3, geometry that predates its visitors House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"custodian-walker","06-enemies","attack","Custodian Walker","Attack animation state, top-down/side hybrid game-ready view. Custodian Walker, an ancientGuardian of the Ancient Custodians (roles: tank). It was built to answer force with more force. Ten thousand years of practice have not changed the answer. palette #e8e2d0/#c9a84d/#fff2b3, geometry that predates its visitors House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"custodian-walker","06-enemies","death","Custodian Walker","Death animation state, top-down/side hybrid game-ready view. Custodian Walker, an ancientGuardian of the Ancient Custodians (roles: tank). It was built to answer force with more force. Ten thousand years of practice have not changed the answer. palette #e8e2d0/#c9a84d/#fff2b3, geometry that predates its visitors House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"ancient-executor","06-enemies","idle","Ancient Executor","Idle animation state, top-down/side hybrid game-ready view. Ancient Executor, an ancientGuardian of the Ancient Custodians (roles: elite/tank). The Custodians' final answer. It does not warn. By the time it fires, the warning already happened. palette #e8e2d0/#c9a84d/#fff2b3, geometry that predates its visitors House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"ancient-executor","06-enemies","move","Ancient Executor","Move-cycle animation state, top-down/side hybrid game-ready view. Ancient Executor, an ancientGuardian of the Ancient Custodians (roles: elite/tank). The Custodians' final answer. It does not warn. By the time it fires, the warning already happened. palette #e8e2d0/#c9a84d/#fff2b3, geometry that predates its visitors House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"ancient-executor","06-enemies","attack","Ancient Executor","Attack animation state, top-down/side hybrid game-ready view. Ancient Executor, an ancientGuardian of the Ancient Custodians (roles: elite/tank). The Custodians' final answer. It does not warn. By the time it fires, the warning already happened. palette #e8e2d0/#c9a84d/#fff2b3, geometry that predates its visitors House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"ancient-executor","06-enemies","death","Ancient Executor","Death animation state, top-down/side hybrid game-ready view. Ancient Executor, an ancientGuardian of the Ancient Custodians (roles: elite/tank). The Custodians' final answer. It does not warn. By the time it fires, the warning already happened. palette #e8e2d0/#c9a84d/#fff2b3, geometry that predates its visitors House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"hive-drone","06-enemies","idle","Hive Drone","Idle animation state, top-down/side hybrid game-ready view. Hive Drone, a swarm of the Xenomorph Hive (roles: chaser/burrower). Grown for one purpose and grown quickly — the Hive spends drones the way other species spend ammunition. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"hive-drone","06-enemies","move","Hive Drone","Move-cycle animation state, top-down/side hybrid game-ready view. Hive Drone, a swarm of the Xenomorph Hive (roles: chaser/burrower). Grown for one purpose and grown quickly — the Hive spends drones the way other species spend ammunition. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"hive-drone","06-enemies","attack","Hive Drone","Attack animation state, top-down/side hybrid game-ready view. Hive Drone, a swarm of the Xenomorph Hive (roles: chaser/burrower). Grown for one purpose and grown quickly — the Hive spends drones the way other species spend ammunition. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"hive-drone","06-enemies","death","Hive Drone","Death animation state, top-down/side hybrid game-ready view. Hive Drone, a swarm of the Xenomorph Hive (roles: chaser/burrower). Grown for one purpose and grown quickly — the Hive spends drones the way other species spend ammunition. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"spitter","06-enemies","idle","Spitter","Idle animation state, top-down/side hybrid game-ready view. Spitter, a swarm of the Xenomorph Hive (roles: disruptor). It does not chase. It does not need to — the Hive taught it patience is just another weapon. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"spitter","06-enemies","move","Spitter","Move-cycle animation state, top-down/side hybrid game-ready view. Spitter, a swarm of the Xenomorph Hive (roles: disruptor). It does not chase. It does not need to — the Hive taught it patience is just another weapon. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"spitter","06-enemies","attack","Spitter","Attack animation state, top-down/side hybrid game-ready view. Spitter, a swarm of the Xenomorph Hive (roles: disruptor). It does not chase. It does not need to — the Hive taught it patience is just another weapon. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"spitter","06-enemies","death","Spitter","Death animation state, top-down/side hybrid game-ready view. Spitter, a swarm of the Xenomorph Hive (roles: disruptor). It does not chase. It does not need to — the Hive taught it patience is just another weapon. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"stalker","06-enemies","idle","Stalker","Idle animation state, top-down/side hybrid game-ready view. Stalker, a swarm of the Xenomorph Hive (roles: flanker). Wrong to call it climbing. It simply does not recognise a wall as different from a floor. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"stalker","06-enemies","move","Stalker","Move-cycle animation state, top-down/side hybrid game-ready view. Stalker, a swarm of the Xenomorph Hive (roles: flanker). Wrong to call it climbing. It simply does not recognise a wall as different from a floor. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"stalker","06-enemies","attack","Stalker","Attack animation state, top-down/side hybrid game-ready view. Stalker, a swarm of the Xenomorph Hive (roles: flanker). Wrong to call it climbing. It simply does not recognise a wall as different from a floor. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"stalker","06-enemies","death","Stalker","Death animation state, top-down/side hybrid game-ready view. Stalker, a swarm of the Xenomorph Hive (roles: flanker). Wrong to call it climbing. It simply does not recognise a wall as different from a floor. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"evolution-node","06-enemies","idle","Evolution Node","Idle animation state, top-down/side hybrid game-ready view. Evolution Node, a swarm of the Xenomorph Hive (roles: support). Not a soldier. A gland the size of a soldier — every organism nearby draws on what it produces. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"evolution-node","06-enemies","move","Evolution Node","Move-cycle animation state, top-down/side hybrid game-ready view. Evolution Node, a swarm of the Xenomorph Hive (roles: support). Not a soldier. A gland the size of a soldier — every organism nearby draws on what it produces. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"evolution-node","06-enemies","attack","Evolution Node","Attack animation state, top-down/side hybrid game-ready view. Evolution Node, a swarm of the Xenomorph Hive (roles: support). Not a soldier. A gland the size of a soldier — every organism nearby draws on what it produces. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"evolution-node","06-enemies","death","Evolution Node","Death animation state, top-down/side hybrid game-ready view. Evolution Node, a swarm of the Xenomorph Hive (roles: support). Not a soldier. A gland the size of a soldier — every organism nearby draws on what it produces. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"crusher","06-enemies","idle","Crusher","Idle animation state, top-down/side hybrid game-ready view. Crusher, a swarm of the Xenomorph Hive (roles: tank). Bone plating grown thick enough to matter and muscle grown to swing it. Nothing subtle went into the design. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"crusher","06-enemies","move","Crusher","Move-cycle animation state, top-down/side hybrid game-ready view. Crusher, a swarm of the Xenomorph Hive (roles: tank). Bone plating grown thick enough to matter and muscle grown to swing it. Nothing subtle went into the design. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"crusher","06-enemies","attack","Crusher","Attack animation state, top-down/side hybrid game-ready view. Crusher, a swarm of the Xenomorph Hive (roles: tank). Bone plating grown thick enough to matter and muscle grown to swing it. Nothing subtle went into the design. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"crusher","06-enemies","death","Crusher","Death animation state, top-down/side hybrid game-ready view. Crusher, a swarm of the Xenomorph Hive (roles: tank). Bone plating grown thick enough to matter and muscle grown to swing it. Nothing subtle went into the design. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"living-titan","06-enemies","idle","Living Titan","Idle animation state, top-down/side hybrid game-ready view. Living Titan, a swarm of the Xenomorph Hive (roles: elite/tank). Every generation before it fed this one, one way or another. It is the Hive's whole argument for evolution made flesh. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"living-titan","06-enemies","move","Living Titan","Move-cycle animation state, top-down/side hybrid game-ready view. Living Titan, a swarm of the Xenomorph Hive (roles: elite/tank). Every generation before it fed this one, one way or another. It is the Hive's whole argument for evolution made flesh. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"living-titan","06-enemies","attack","Living Titan","Attack animation state, top-down/side hybrid game-ready view. Living Titan, a swarm of the Xenomorph Hive (roles: elite/tank). Every generation before it fed this one, one way or another. It is the Hive's whole argument for evolution made flesh. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"living-titan","06-enemies","death","Living Titan","Death animation state, top-down/side hybrid game-ready view. Living Titan, a swarm of the Xenomorph Hive (roles: elite/tank). Every generation before it fed this one, one way or another. It is the Hive's whole argument for evolution made flesh. dark chitin, green vein, acid-yellow; organic bone plating, bioluminescent veins, spines House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"scout-skiff","06-enemies","idle","Scout Skiff","Idle animation state, top-down/side hybrid game-ready view. Scout Skiff, a scout of the Stellar Nomads (roles: chaser). Fast, cheap, and disposable by design — the fleet would rather lose ten skiffs than one real ship. palette #5c7a8c/#a3b8a6/#c9d98c, silhouette recomposed every season House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"scout-skiff","06-enemies","move","Scout Skiff","Move-cycle animation state, top-down/side hybrid game-ready view. Scout Skiff, a scout of the Stellar Nomads (roles: chaser). Fast, cheap, and disposable by design — the fleet would rather lose ten skiffs than one real ship. palette #5c7a8c/#a3b8a6/#c9d98c, silhouette recomposed every season House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"scout-skiff","06-enemies","attack","Scout Skiff","Attack animation state, top-down/side hybrid game-ready view. Scout Skiff, a scout of the Stellar Nomads (roles: chaser). Fast, cheap, and disposable by design — the fleet would rather lose ten skiffs than one real ship. palette #5c7a8c/#a3b8a6/#c9d98c, silhouette recomposed every season House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"scout-skiff","06-enemies","death","Scout Skiff","Death animation state, top-down/side hybrid game-ready view. Scout Skiff, a scout of the Stellar Nomads (roles: chaser). Fast, cheap, and disposable by design — the fleet would rather lose ten skiffs than one real ship. palette #5c7a8c/#a3b8a6/#c9d98c, silhouette recomposed every season House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"hunter","06-enemies","idle","Hunter","Idle animation state, top-down/side hybrid game-ready view. Hunter, an interceptor of the Stellar Nomads (roles: flanker). The harpoon was salvaged off a mining rig decades before the pilot was born. It still works better than anything manufactured since. palette #5c7a8c/#a3b8a6/#c9d98c, silhouette recomposed every season House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"hunter","06-enemies","move","Hunter","Move-cycle animation state, top-down/side hybrid game-ready view. Hunter, an interceptor of the Stellar Nomads (roles: flanker). The harpoon was salvaged off a mining rig decades before the pilot was born. It still works better than anything manufactured since. palette #5c7a8c/#a3b8a6/#c9d98c, silhouette recomposed every season House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"hunter","06-enemies","attack","Hunter","Attack animation state, top-down/side hybrid game-ready view. Hunter, an interceptor of the Stellar Nomads (roles: flanker). The harpoon was salvaged off a mining rig decades before the pilot was born. It still works better than anything manufactured since. palette #5c7a8c/#a3b8a6/#c9d98c, silhouette recomposed every season House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"hunter","06-enemies","death","Hunter","Death animation state, top-down/side hybrid game-ready view. Hunter, an interceptor of the Stellar Nomads (roles: flanker). The harpoon was salvaged off a mining rig decades before the pilot was born. It still works better than anything manufactured since. palette #5c7a8c/#a3b8a6/#c9d98c, silhouette recomposed every season House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"escort-fighter","06-enemies","idle","Escort Fighter","Idle animation state, top-down/side hybrid game-ready view. Escort Fighter, a fighter of the Stellar Nomads (roles: support). Its job was never to win the fight. Its job is to make sure something else survives it. palette #5c7a8c/#a3b8a6/#c9d98c, silhouette recomposed every season House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
